sedafips,fips,stateabb,sedafipsname,subject,subgroup,gys_mn_2016_ol,gys_mn_2016_ol_se_adj,gys_mn_2016_eb,gys_mn_2016_eb_se_adj,gys_mn_2017_ol,gys_mn_2017_ol_se_adj,gys_mn_2017_eb_se_adj,gys_mn_2017_eb,gys_mn_2018_ol,gys_mn_2018_ol_se_adj,gys_mn_2018_eb,gys_mn_2018_eb_se_adj,gys_mn_2019_ol,gys_mn_2019_ol_se_adj,gys_mn_2019_eb_se_adj,gys_mn_2019_eb,gys_mn_2022_ol,gys_mn_2022_ol_se_adj,gys_mn_2022_eb,gys_mn_2022_eb_se_adj,gys_mn_2023_ol,gys_mn_2023_ol_se_adj,gys_mn_2023_eb,gys_mn_2023_eb_se_adj,gys_mn_1922_ol,gys_mn_1922_ol_se_adj,gys_mn_1922_eb,gys_mn_1922_eb_se_adj,gys_mn_1923_ol,gys_mn_1923_ol_se_adj,gys_mn_1923_eb,gys_mn_1923_eb_se_adj,gys_mn_2223_ol,gys_mn_2223_ol_se_adj,gys_mn_2223_eb,gys_mn_2223_eb_se_adj,avgasmt_2016,avgasmt_2017,avgasmt_2018,avgasmt_2019,avgasmt_2022,avgasmt_2023,tot_2016,tot_2017,tot_2018,tot_2019,tot_2022,tot_2023,cell_2016,cell_2017,cell_2018,cell_2019,cell_2022,cell_2023,flag_estasmt2022,flag_estasmt2023
21,21,KY,Kentucky,mth,blk,-1.89361053304892,.0520210758398038,-1.903743887204445,.0437188602065672,-2.112483301181355,.066048227595541,.0394362027999705,-2.047597255513902,-2.236141200985829,.0536443320313,-2.190545683416887,.0367434346741593,-2.326916412469243,.0792227491810154,.0542983474824343,-2.333046171749378,-2.84781456412945,.090632969233358,-2.854091488796219,.0846797931531997,-2.656226062487067,.0903473740258772,-2.664620905389268,.0845605324639097,-.5208981516602074,.1203768212732538,-.5210453170468403,.1005931305198912,-.3293096500178243,.1251734752765221,-.33157473363989,.1004927569026898,.1915885016423831,.0343193795536747,.1894705834069502,.0332024142237788,5192,5331,5339.833333333333,5388.166666666667,5159,5177.5,31152,31986,32039,32329,30954,31065,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,mth,ecd,-.8934175315203357,.0487548691667623,-.881330928321904,.0401824744695455,-.9656790473226975,.0632387801662049,.041496471174468,-.9431338444540369,-1.003628366035415,.0500641024402724,-.9903385991276572,.0382127521553973,-1.008550794094511,.0767806768824122,.0531659161059883,-1.023912045618091,-1.6287111109854,.0876630628178972,-1.642023489896524,.0810040821629807,-1.41183317799772,.0876455307318362,-1.425559127288512,.0808914574711391,-.6201603168908894,.1165336214366308,-.6181114442784335,.0968931161768261,-.4032823839032096,.1172496194984804,-.4016470816704212,.0967989799904632,.2168779329876798,.0129378648703116,.2164643626080124,.0128743205612129,31267.66666666667,31952,31704.83333333333,31533.5,27732.66666666667,27885.66666666667,187606,191712,190229,189201,166396,167314,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,mth,hsp,-.9704720301187768,.0540399511600697,-.9744251162232649,.0409499038738737,-1.068407578640549,.0675335543459445,.0378306059069037,-1.032223469808653,-1.110822036868535,.0550193246752244,-1.089898321689077,.035280529848463,-1.153124794121762,.0800448590753159,.0558878379195116,-1.147553609023799,-1.748610875322367,.0906303674819296,-1.71705922677606,.07993573886166,-1.528593704565977,.0904048483232123,-1.516930461557598,.0841531100810142,-.5954860812006046,.1209175048299326,-.5695056177522617,.0975354949476195,-.3754689104442153,.1257329701871072,-.3693768525337995,.1010207719413433,.2200171707563894,.034463557822361,.2001287652184624,.0306308783104761,3110.833333333333,3415.833333333333,3634.166666666667,3841.5,4010.166666666667,4027.833333333333,18665,20495,21805,23049,24061,24167,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,mth,nec,1.311867244570915,.0491917892631762,1.307535711244845,.0357520588699717,1.266909523602554,.063609075962493,.0444203640577103,1.274458441417818,1.270126379305071,.0505420236834556,1.264754345664287,.0389405887898406,1.246476148766676,.077098799749111,.0510447723676511,1.243091552200872,.6075399426408055,.0877875577395799,.6512829789672301,.0749865059022818,.7096608099541584,.0878123737589569,.755726445554453,.0744709324831646,-.6389362061258703,.1168369813741933,-.5918085732336422,.090711327040774,-.5368153388125174,.1177683539972391,-.4873651066464193,.090285594482051,.1021208673133529,.0147819141719005,.1044434665872229,.0147093867059671,18990.5,19073.66666666667,19402.5,19303.33333333333,20034.16666666667,19994.16666666667,113943,114442,116415,115820,120205,119965,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,mth,wht,.2316201477474067,.0486612923406707,.2381199041265205,.0373293077648553,.1909717882982944,.0631625026478473,.03897583366645,.220093691761365,.2069642125035704,.0499681889869101,.2021054813076768,.0310104782024062,.2255636827440579,.076714771089512,.0492722493151459,.1841205073800838,-.3936541246236072,.0875365978007647,-.3599939290580734,.0781960648324625,-.2226677605671874,.0875402025588975,-.1893389809800201,.0783642232251433,-.6192178073676651,.1163950688725646,-.5441144364381572,.0924249917925697,-.4482314433112453,.1169384102164781,-.3734594883601039,.0925673054282882,.1709863640564198,.011259650354618,.1706549480780537,.011157690249355,39233.5,39317.16666666666,38995.66666666666,38349.66666666666,35113.66666666666,35181,235401,235903,233974,230098,210682,211086,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,all,.4829407635857077,.0521478154442461,.484564633812071,.0427718291419383,.3482346478630518,.0695739902974019,.0532384576115207,.346896084314122,.2235287834616271,.0515878660815173,.2146209415156228,.0392768358781524,.0988229190602024,.0761885265737256,.0577611112907603,.0823457987171237,-.3129629693596137,.0922886210706465,-.2923494001840314,.0811264555959193,-.0518758731139943,.0929824184450373,-.0321521730634124,.0820675478719721,-.411785888419816,.119674062188081,-.3746951989011551,.0995883917688214,-.1506987921741967,.1202099069185369,-.1144979717805361,.1003565064719873,.2610870962456193,.0113375729663197,.2601972271206193,.0113115571548641,50088.66666666666,50818.33333333334,50982,50663.5,47767.83333333334,47879.5,300532,304910,305892,303981,286607,287277,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,blk,-1.603360802905497,.0572652794321002,-1.547847253053379,.0461123756527258,-1.900937512519377,.0736380012862582,.0389509699625132,-1.779577068079949,-2.049291737152555,.0568808837159398,-2.011293622846972,.0383468237888612,-2.254444721160746,.0802267169067273,.0557774082747919,-2.243014217442746,-2.558776623292727,.0963147295759764,-2.552558667009764,.0863703263330632,-2.156139592126256,.0957531423538355,-2.151384090039747,.0859411988622845,-.304331902131981,.1253509203752634,-.3095444495670185,.1028151377217025,.0983051290344896,.1308574242624782,.0916301274029983,.1024549117209104,.4026370311664706,.0375607806852383,.4011745769700167,.0368222374312911,5155.166666666667,5272.5,5316.666666666667,5356.166666666667,5159.166666666667,5177.333333333333,30931,31635,31900,32137,30955,31064,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,ecd,-.3932601780968703,.0528640833560633,-.3962516904111597,.044821452024232,-.5292906139762863,.0701328580589353,.0439828257576867,-.528371209951727,-.6764947280042541,.0523813802625236,-.6634136990543116,.0395154916061009,-.7956840273769838,.0767618204584766,.0544486401236198,-.7866905800212693,-1.22562003214302,.0928731050469168,-1.257322129576552,.0847614997652989,-.9463012160348292,.0928330154661443,-.9787928519180458,.0847650083416169,-.4299360047660361,.120489795091348,-.4706315495552822,.100743070500031,-.1506171886578453,.1213540026719567,-.1921022718967764,.1007460225044436,.2793188161081908,.0144569444679801,.2785292776585062,.0144117630079725,31137.16666666667,31788.33333333333,31623.83333333333,31420,27732.66666666667,27885.83333333333,186823,190730,189743,188520,166396,167315,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,hsp,-.5401571461453409,.0590690199544818,-.6076867658666609,.0483466860553713,-.7022393217691221,.074649490502898,.0391564144807664,-.7359386299823942,-.9031858028520601,.0581532449595133,-.8642300874432882,.041761404427287,-1.00724589725221,.0807979902981359,.0516430629720698,-.9924090741600784,-1.342075832782662,.096297750682762,-1.345875220967971,.0865072209017484,-1.127902854504313,.0960462403056789,-1.137889086934239,.0888682711966678,-.3348299355304514,.125704303915089,-.3534661468078921,.1007497157379666,-.1206569572521028,.1313976024436896,-.1454800127741604,.1027841212377751,.2141729782783486,.0382590891837854,.207986134033732,.0367117375067862,3039.833333333333,3329,3567.666666666667,3732.5,4010.666666666667,4028.5,18239,19974,21406,22395,24064,24171,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,nec,1.960230002096065,.0533430879105738,1.978244293629245,.0409472633637048,1.852051980459875,.0705055038678884,.0395407084910848,1.868483733717166,1.724744294112485,.0529245614890792,1.745798470533617,.0498599983407018,1.594714430874273,.0771680340163971,.0349507560254457,1.620661255398047,1.167492481116251,.093061073147773,1.159780897488666,.0846500959589876,1.340212376309571,.0930718314372259,1.33299653541521,.0845404410734801,-.4272219497580219,.1208936260080364,-.4608803579093808,.0915816253001443,-.2545020545647017,.1220803784136614,-.2876647199828373,.0914802794248508,.1727198951933202,.0169808711275888,.1732156379265435,.0169313161882792,18951.5,19030,19358.16666666667,19243.5,20033.83333333333,19994.16666666667,113709,114180,116149,115461,120203,119965,6,6,6,6,6,6,1,1
21,21,KY,Kentucky,rla,wht,.8371556261764157,.0527367701321166,.8268816252527618,.039780876109334,.7384207922081076,.0700368840172778,.0361608550723457,.7266452452044554,.6339237461329335,.052255468804669,.6264067962092863,.0330970220122402,.5291361986337417,.0766719904791361,.0473395609218022,.5261843682838991,.086152777176304,.0927378334402256,.1301335419972522,.0784693521413982,.3460148202141946,.0927244966183165,.3886842763318272,.0789093307938916,-.4429834214574377,.1203283003919683,-.3960508262866469,.0916431844370315,-.1831213784195471,.1210068541087,-.1375000919520719,.0920201962321796,.2598620430378906,.0127968303131847,.2585507343345749,.0127358608542026,39216.83333333334,39291.16666666666,38990.5,38343.83333333334,35113.83333333334,35181.33333333334,235301,235747,233943,230063,210683,211088,6,6,6,6,6,6,1,1
22,22,LA,Louisiana,mth,all,-.9853657047923017,.0616725112289859,-.9448987801392601,.0498368591883654,-1.192682405797447,.0882947047247167,.0671752941343716,-1.04753044130298,-1.031097412109375,.0621330695527039,-.9728582812339504,.0479234284071126,-.8695124184213032,.0874420862384908,.068367388564485,-.8981861211649198,-1.216625407137244,.0999197295314749,-1.27056413136827,.0911169676205717,-1.048510579218723,.1003709789858503,-1.102485352077515,.0916065536931691,-.3471129887159412,.1327782768203548,-.3723780102033505,.1139140097068644,-.1789981607974198,.1331181875940236,-.2042992309125955,.11430599502505,.1681148279185214,.0095068960725834,.1680787792907547,.0094733088312918,53264.83333333334,53589.83333333334,53069.5,53649.83333333334,49035.66666666666,50402.33333333334,319589,321539,212278,321899,294214,302414,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,mth,blk,-2.084525764707027,.0622344947555577,-2.012099264870152,.0519681272742425,-2.376011562791402,.0887325261715822,.0474001030922447,-2.083662567377667,-2.204026403836441,.0637297796446253,-2.152757819016291,.0429052201075727,-2.115956644168999,.0878798219164544,.0610167623498514,-2.222117915044216,-2.632404124147981,.1003321478076879,-2.669672914724118,.0922733640143462,-2.379329714741381,.1003196381922683,-2.417134718570644,.0922835833159841,-.5164474799789827,.13337692073133,-.4475549996799018,.1106228683147489,-.2633730705723827,.1339853274624376,-.1950168035264284,.1106313926392343,.2530744094066,.0127540186390467,.2525381961534732,.012694436478974,23726.83333333333,23552,23204.5,23174.33333333333,20627,21212.5,142361,141312,92818,139046,123762,127275,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,mth,ecd,-1.631874232799809,.0620377686209953,-1.536255579507793,.0505214337234779,-1.859265766670998,.0885754312527154,.0527885809692796,-1.646242946600804,-1.76882617585132,.0631901138222136,-1.671603233678079,.0460169206346847,-1.611402738206536,.0877238625876168,.0606190456944187,-1.660228486135204,-2.015204585865362,.1002703546896655,-2.055257322756308,.090743426842807,-1.838081494973076,.1002046072911356,-1.877973865743271,.0906030974897377,-.4038018476588259,.1332277001861189,-.3950288366211043,.1091285398787956,-.2266787567665394,.1337042360942921,-.2177453796080671,.109011879974785,.1771230908922865,.0112784153441792,.1772834570130372,.0112366380050955,38894.66666666666,39180.5,37008,38326.16666666666,27609.33333333333,32577.33333333333,233368,235083,148032,229957,165656,195464,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,mth,hsp,-1.190529183780493,.0668881326028786,-.9960425810517028,.0508620668233389,-1.567095556248868,.0920744249097985,.0476622756833346,-1.132859092114312,-1.397416858296883,.0733769326181405,-1.269015673896419,.0430413017050886,-1.361601572531276,.0905035643670401,.0646067709454998,-1.405289246097388,-1.785906090415745,.1022912827145471,-1.83541239909117,.0884813774222185,-1.741557694168819,.102163670925473,-1.783609509326515,.0924059823026446,-.4243045178844689,.1365811175914386,-.4301231529937821,.1095581535192035,-.3799561216375431,.1399550612146482,-.3783202632291274,.1127514985147467,.0443483962469258,.0305453347840474,.0518028897646547,.0278386847453941,3125.833333333333,3523.5,3551.75,4237.166666666667,4705.666666666667,4892.333333333333,18755,21141,14207,25423,28234,29354,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,mth,nec,.7484973949720084,.0626477176665317,.8111535755203807,.045183889852842,.6112700086718688,.0890602622253679,.0564160499539729,.8051715446646819,.7134836551307977,.0646187413076187,.8636077706529948,.0464648013755845,.9758647762109662,.0881503203657092,.0581386294892305,.9914500699678337,.7028144632714177,.1003701083462525,.6739417111313273,.0843578563523046,.7393463019446225,.1004896197987356,.7114387729004905,.0839622101607825,-.2730503129395485,.1335838224861665,-.3175083588365064,.1024516869907083,-.2365184742663438,.1343467724489961,-.2800112970673432,.1021261620446467,.0365318386732048,.014297469616918,.037497061769163,.014232099412709,14370.16666666667,14409.33333333333,16061.5,15323.66666666667,21425.33333333333,17825.16666666667,86221,86456,64246,91942,128552,106951,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,mth,wht,.0164615540646933,.0622708968703321,.0858093626000569,.0465172030914668,-.0979372651087633,.0887524815857894,.0485398067716736,.1335432471820992,.0416110766072242,.0638324372984979,.1813515299727326,.0378636759487255,.3126412740288176,.0878992214922156,.0554102748716782,.2292348617576403,.1065985796479358,.1003673891850475,.0500087898076496,.0880302601206315,.2934263691806356,.1003684901410618,.2372875357865247,.0882791330875194,-.2060426943808817,.1334162132229826,-.1792260719499907,.1040174276660453,-.019214904848182,.1340873889539705,.0080526740288844,.1042281339180496,.1868277895326997,.0133993255700802,.1872787459788748,.0132290460169561,24100.66666666667,24020.83333333333,23818.75,23489.16666666667,21056.83333333333,21569,144604,144125,95275,140935,126341,129414,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,rla,all,-.5305891149184276,.0678751910965757,-.5191892191723273,.0522549114153577,-.6482362634995402,.0965882331310118,.066987916313429,-.5907890417563655,-.6876477409811574,.0679451731194788,-.6292347788485531,.0478544154334527,-.7270592184627755,.0955871299996663,.0683578771897937,-.6676805159407406,-.6230355747719587,.1049346893334027,-.7220542771578211,.0903007365823934,-.5428263485242288,.1055090692408749,-.6414322557356966,.0911168416979322,.1040236436908168,.1419443145993204,-.0543737612170805,.1132564452965822,.1842328699385467,.1423694599050261,.026248260205044,.1139082008237377,.0802092262477299,.0109943015502576,.0806220214221244,.0109709376189868,53179.33333333334,53483,53077.5,53660,49035.83333333334,50402.5,319076,320898,212310,321960,294215,302415,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,rla,blk,-1.681999369389889,.0685774015530155,-1.645622452042893,.0555239892845151,-1.883190404201318,.0970834479170978,.0476009204778357,-1.766871027705533,-1.956759381971667,.0699981777359491,-1.888113522405376,.0463135629645269,-2.029104212184336,.0961364472624491,.0659932758186618,-2.009354715497628,-1.933903469804982,.1055037682771995,-2.035868687966276,.0925823787935647,-1.784604718445527,.1054886621319305,-1.886051661774611,.0925804251570661,.0952007423793537,.1427349348020122,-.0265139724686483,.113695247553946,.2444994937388087,.1435603932880263,.1233030537230171,.1136936567075802,.149298751359455,.0153728627157768,.1498170261916654,.015321939620638,23735.16666666667,23574.33333333333,23206.5,23177.16666666667,20627,21212.5,142411,141446,92826,139063,123762,127275,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,rla,ecd,-1.243131407183762,.0683194161743944,-1.220153721283936,.0567365421238162,-1.366938756237239,.0969066894782523,.0556352229675413,-1.322012709783142,-1.483415212060425,.0692665316537896,-1.424719113942128,.0496796505312883,-1.541623516417484,.0959362984775534,.0657532237448268,-1.501774344850245,-1.473719011103302,.105392695041778,-1.551035993141423,.0940771716224737,-1.390843068452395,.1053176540783088,-1.467511978622706,.0940455200292085,.067904505314182,.1425180463441154,-.0492616482911781,.114778049527432,.1507804479650892,.1431371507033568,.0342623662275394,.114752107912672,.0828759426509071,.0132985103576322,.0835240145187179,.0132633304469741,38822.33333333334,39079.83333333334,37015.25,38335,27609.5,32577.33333333333,232934,234479,148061,230010,165657,195464,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,rla,hsp,-.8939449522656231,.07493062048084,-.78938654202826,.0611186859845246,-1.179159722416492,.103070230113745,.0508012506380903,-1.013936493334081,-1.245006794421874,.082740737811374,-1.238366238868051,.0547137107863509,-1.591160260307592,.0997512032483265,.0662612386177122,-1.462947399832565,-1.606713325003331,.1096235176018964,-1.669089784733816,.0961490311142822,-1.636697091832328,.108408573437438,-1.682578554664051,.0984084204935967,-.0155530646957387,.1482147703871049,-.2061423849012511,.1167698074305537,-.0455368315247364,.153996021104639,-.219631154831486,.1186371314858798,-.0299837668289977,.04179899945164,-.0134887699302348,.0397853674470714,3047.5,3507.6,3554.5,4236.833333333333,4721.2,4892.166666666667,18285,17538,14218,25421,23606,29353,6,5,4,6,5,6,1,1
22,22,LA,Louisiana,rla,nec,1.423407186030337,.0690758059093771,1.439454379555562,.0525239236710482,1.325826303403227,.0974685440411035,.0509438101950304,1.394638655943893,1.206426644796494,.0710426870638171,1.323841553756852,.0646719347493129,1.337112439669632,.0964861542396209,.0410123502024434,1.4596872856481,1.453049133368543,.1055359375839229,1.375626860818549,.0950735995036482,1.367216160491328,.1056879990894463,1.290937521504622,.0950941170918457,.1159366936989112,.1429944477302163,-.0840604248295502,.1035422724866899,.0301037208216961,.1439882679384767,-.1687497641434774,.1035611122700288,-.0858329728772151,.0168881385076328,-.0846893393139272,.0168386853602212,14357,14403.16666666667,16062.25,15325,21425.66666666667,17825.16666666667,86142,86419,64249,91950,128554,106951,6,6,4,6,6,6,1,1
22,22,LA,Louisiana,rla,wht,.550181971021555,.068601276039639,.5926152066213835,.0503710891623139,.5407098097727943,.0971145377544407,.0472652631197763,.603095780894618,.4993650297700745,.0699952343286947,.6135371868403912,.0421543297247958,.5766359432729971,.0961566292033412,.0566683312920881,.6240648302480674,.7017925202129751,.1055437759883496,.5635994212890711,.0878368167667774,.7087999013942339,.1055291987872545,.5736026771108147,.0884728149020588,.1251565769399781,.1427781005253529,-.0604654089589962,.1045304077823782,.1321639581212368,.1436624807846193,-.0504621531372527,.1050654022412888,.0070073811812588,.0159161049117968,.0100032558217435,.0158088027893197,24096.66666666667,24028.5,23819.75,23495.83333333333,21057,21569.16666666667,144580,144171,95279,140975,126342,129415,6,6,4,6,6,6,1,1
23,23,ME,Maine,mth,all,.2329276480325841,.0426949455269016,.2445640795658957,.0371695048084718,.1378056595965127,.0633414212301184,.0525955338890874,.1562651918829951,.1414642333984375,.0472111119624804,.1322607536765918,.0391835928353741,.1451228072003623,.0700244295048817,.0580958312176992,.1082563154701885,-.6763661785890767,.079227351005795,-.6524532055012813,.074448760915241,,,,,-.821488985789439,.1057373816343094,-.7607095209714698,.0944338054231116,,,,,,,,,12472,12689.66666666667,13081.83333333333,12975.66666666667,,,74832,76138,78491,77854,,,6,6,6,6,,,0,
23,23,ME,Maine,rla,all,.4629408892463243,.0462857814873496,.4620455698025303,.0377589979415703,.3917645622702208,.0694541217824884,.0511982619370636,.381845839464888,.3241175932042744,.0480219810413779,.3038442668079551,.0369041760829677,.256470624138327,.06633677426569,.0531639993235512,.2258426941510221,-.5077059094840202,.0966630052270004,-.4293278570087651,.085648326473692,,,,,-.7641765336223472,.1172361045049358,-.6551705511597872,.1008069771981021,,,,,,,,,12441.16666666667,12663.66666666667,13037.16666666667,12930.5,,,74647,75982,78223,77583,,,6,6,6,6,,,0,
24,24,MD,Maryland,mth,all,.0652437907893475,.0559021976230521,.0522278018264064,.0461817908096931,.0573168498713787,.0812163065408026,.0632960637970049,.0158784071252471,-.0225607709186839,.0589494459633996,-.0569649208830265,.0461045274366202,-.1024383917087466,.0854637950797732,.0670530991708941,-.1298082488912993,-1.124181500902991,.0978897156111455,-1.045789057233081,.0895243032552951,,,,,-1.021743109194245,.1299478999132668,-.9159808083417813,.1118513253464965,,,,,,,,,65794.25,67368.75,,67807.5,63783.5,,263177,269475,,271230,255134,,4,4,,4,4,,0,
24,24,MD,Maryland,mth,blk,-1.622183972802263,.0579776697326603,-1.63458318333996,.0495035333804641,-1.635782833112038,.0827389109005437,.0524049144603463,-1.683230168690946,,,,,-1.789759445212609,.0869345355603125,.0756095128632307,-1.781300183829935,-2.594327413740193,.099875781592411,-2.570378365395907,.092224551962936,,,,,-.8045679685275844,.1324114240606989,-.789078181565972,.119256724842582,,,,,,,,,22256.75,22748,,22809.25,20619.75,,89027,90992,,91237,82479,,4,4,,4,4,,0,
24,24,MD,Maryland,mth,ecd,-1.597327663752485,.0574696636054263,-1.613074847231339,.0474842980448938,-1.629400962832447,.0823783878640507,.0549314730079919,-1.669253454529232,,,,,-1.781800855068399,.0865618982667469,.0754008690919876,-1.805570951077954,-3.091247098817897,.1002171402959558,-2.971812148362273,.0923455106991728,,,,,-1.309446243749498,.1324252145199016,-1.166241197284319,.1192182217872674,,,,,,,,,29842.25,29546.5,,29593.25,17820.25,,119369,118186,,118373,71281,,4,4,,4,4,,0,
24,24,MD,Maryland,mth,hsp,-1.105458151137093,.0605771455311152,-1.114229515276336,.0486446545378357,-1.206232273987383,.0843406081811477,.0476875545459874,-1.181505065874626,,,,,-1.263275621377741,.0879887820399817,.074177103138212,-1.315824963238024,-2.549413875755714,.1008579167937555,-2.435441782407853,.0921338828527628,,,,,-1.286138254377973,.1338444811893845,-1.119616819169829,.1182831137546842,,,,,,,,,10407.5,11416.25,,12591,13736.5,,41630,45665,,50364,54946,,4,4,,4,4,,0,
24,24,MD,Maryland,mth,nec,1.399320173989691,.0573639399529829,1.388767553990768,.04448325168756,1.362413558318139,.0822647527511451,.0545275796869505,1.331399281864407,,,,,1.215665674287161,.0864756335487361,.0677462241463388,1.198512053403863,-.3096052393720861,.0987714778361193,-.2187256747095159,.0926441514830554,,,,,-1.525270913659247,.1312777210024089,-1.417237728113379,.1147714672298882,,,,,,,,,35952,37822.25,,38214.25,45627.25,,143808,151289,,152857,182509,,4,4,,4,4,,0,
24,24,MD,Maryland,mth,wht,1.415832807101935,.0577742578827746,1.406117241203077,.0467622317041985,1.521955960554541,.0826081302442606,.0508801145634099,1.393825823129967,,,,,1.43315667970661,.0868712712657468,.0626939697704296,1.369117636145848,.5132795985911978,.0994167845903264,.6288202322172021,.0872637183462371,,,,,-.9198770811154127,.1320239176422451,-.7402974039286461,.1074499436257969,,,,,,,,,25747.25,25402.25,,24364.25,21364.75,,102989,101609,,97457,85459,,4,4,,4,4,,0,
24,24,MD,Maryland,rla,all,.4052937227136955,.0624892528304409,.3800677620421773,.0490496538474473,.4823527616613053,.0871822682114065,.0622014110376425,.3673857840187535,.2617642570944394,.0612973370157223,.2140420480415459,.0446268024044674,.0411757525275736,.0861899426290012,.0640092996080707,.0606983120643383,-.50438354847702,.1088069006304508,-.4417403440381236,.0945909155310672,,,,,-.5455593010045936,.1388079530689626,-.5024386561024619,.1142130979236674,,,,,,,,,64724,65951.16666666667,,66839.16666666667,63899.83333333334,,388344,395707,,401035,383399,,6,6,,6,6,,0,
24,24,MD,Maryland,rla,blk,-1.008309057296642,.0633220351312343,-1.054644951599871,.0523960371465844,-.961351102914163,.0878035843358851,.0497436745893008,-1.150042132815152,,,,,-1.418465570320275,.0868797439467961,.0766025300789467,-1.340870412302685,-1.806188244581594,.1095127261073458,-1.784733557713702,.0971444902682459,,,,,-.3877226742613189,.1397895814705924,-.4438631454110173,.123713376819054,,,,,,,,,21964.66666666667,22301.66666666667,,22505.16666666667,21048.5,,131788,133810,,135031,126291,,6,6,,6,6,,0,
24,24,MD,Maryland,rla,ecd,-1.220817671936226,.0631063404917966,-1.284394305388815,.052921080573518,-1.213579577563846,.0876496700844507,.05736661334163,-1.355672857356399,,,,,-1.700987804475427,.0867120014374645,.0762145397501176,-1.658057382641507,-2.605002013521516,.1095610328013999,-2.470717887357767,.0980837213753509,,,,,-.904014209046089,.1397232661434747,-.8126605047162605,.1242138175412048,,,,,,,,,28605,28087.16666666667,,28379.33333333333,17573.5,,171630,168523,,170276,105441,,6,6,,6,6,,0,
24,24,MD,Maryland,rla,hsp,-.8001729201381957,.0675933055651017,-.8392890694941091,.0554542935156591,-.8299215972411043,.0884884490500779,.0497518869704317,-.9704115186310611,,,,,-1.293120883998318,.0874674611682439,.0773035093116979,-1.232912274081622,-1.972664309205619,.109926198397423,-1.894985476541675,.0980883315879733,,,,,-.6795434252073007,.1404789160597699,-.6620732024600531,.1248885637102772,,,,,,,,,10330.25,10669.5,,12127.66666666667,13234.66666666667,,41321,64017,,72766,79408,,4,6,,6,6,,0,
24,24,MD,Maryland,rla,nec,1.717797483849091,.0630261065291224,1.662965347322234,.0493162343832699,1.774303667126929,.087572252461118,.0494719168658832,1.682994791495888,,,,,1.356431989833571,.0866252557232302,.0481964117708918,1.305934766954178,.3215353423753244,.1091620738863245,.4129505649141549,.10081486257945,,,,,-1.034896647458247,.1393567124478702,-.8929842020400232,.1117431457607255,,,,,,,,,36119,37864,,38459.83333333334,46095.33333333334,,216714,227184,,230759,276572,,6,6,,6,6,,0,
24,24,MD,Maryland,rla,wht,1.645067089293812,.0632255776049556,1.603274315068917,.0495923017097343,1.810437746827541,.0877384458464742,.0499431213659704,1.577360473759922,,,,,1.487905516479441,.0868415722270874,.0633455168233843,1.525060151456659,.9838162727766671,.1095049641035723,1.072629401065718,.0902807339688588,,,,,-.504089243702774,.1397597790145545,-.4524307503909402,.1102871952113096,,,,,,,,,25694.83333333333,25393.83333333333,,24327.16666666667,21618.83333333333,,154169,152363,,145963,129713,,6,6,,6,6,,0,
25,25,MA,Massachusetts,mth,all,1.182317780285346,.0577039034668258,1.186347026355347,.0477678084155204,1.132927871331935,.0710491189914286,.0586068329525154,1.115554805333045,1.012195866282393,.0544796511826532,1.002915546437357,.0438243431617392,.8914638612328503,.0826084273090589,.0651730875861154,.8902762875416697,.2072150000854016,.0899058115762753,.2258019296174725,.0832445940580422,.2792320063170459,.0903719132521469,.298114028356034,.0837420632558686,-.6842488611474487,.122095074502065,-.6644743579241972,.1057222482990014,-.6122318549158043,.1224386988142623,-.5921622591856357,.1061143934810795,.0720170062316443,.0091666651332342,.0723120987385613,.0091365407373972,69487.66666666667,70266,70434.33333333333,70028.83333333333,66656.33333333333,66159.16666666667,416926,421596,422606,420173,399938,396955,6,6,6,6,6,6,0,0
